id,text,label,is_reply,retweet_count,user,screen_name,source,in_reply_to_screen_name
671,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,نادين,nanoa23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
672,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,يوسف الجلاهمه,bo__hessah9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
673,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,Ali careem,Hikaram12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
723,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,Star Altal,AltalStar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
734,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,ساره الحسن,dehn_al3wd,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
738,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,£:sarap.ALk”wait;&,sarapalkuwait,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
739,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,من الكويت نبدأ و إلىٰ الكويت ننتهي🇰🇼,proudtobeq8,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
753,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,Tota in Mars,mars_tota,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
787,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,munir mansor,lamsetshefa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
788,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,no,no77463372,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
797,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,فيصل العازمي,FaisalALHomaidi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
814,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,فلك(الخزرجيه),ohQUFXhBSzNqqx5,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
817,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,김정은 كم جونغ أون,kim_jong_un_om,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
825,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,كلام,sisikaren,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
831,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,Ali Alsayed ( أبوسيف ( آداب و فنون و إدارة,alsada747,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
835,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,♔اماراتي♔,H_H_C_prince,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
844,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,FAHAD,FAHAD42853518,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
847,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,omsamyh,aomsamyh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
848,RT @doc_mahmoudsaad: اليوم حكمت إحدى المحاكم في نيويورك لمجموعة من العاملين بالرعاية الصحية بأحقيتهم في عدم أخذ اللقاحات ضد كوفيد لأسباب دي…,FALSE,0,57,M.A.N,AwadMuneeb,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
25,"عالمة تحذّر: ربما متغير من نوع دلتا #فيروس_نيباه يكون “التهديد الوبائي القادم”  ""لمنع انتشاره تتخذ تدابير مماثلة لـ… https://t.co/skJoNCP528",TRUE,0,0,التأمل,tamol_oman,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
26,RT @dghs_nb: #صحية_شمال_الباطنة #وزارة_الصحة  تحت رعاية الدكتور ماجد المقبالي مدير #مستشفى_صحار نظم قسم إدارة الجودة وسلامة المرضى معرض للم…,TRUE,0,3,♧القيصر القاسمي♧,alqysar555,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
28,RT @dghs_nb: #صحية_شمال_الباطنة #وزارة_الصحة  تحت رعاية الدكتور ماجد المقبالي مدير #مستشفى_صحار نظم قسم إدارة الجودة وسلامة المرضى معرض للم…,TRUE,0,3,وزارة الصحة - عُمان,OmaniMOH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
141,RT @dghs_nb: #صحية_شمال_الباطنة #وزارة_الصحة  تحت رعاية الدكتور ماجد المقبالي مدير #مستشفى_صحار نظم قسم إدارة الجودة وسلامة المرضى معرض للم…,TRUE,0,3,Ahmed Al-Za'abi,AhZabi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
27,"RT @UNICEFinArabic: اكتسبت الثقة ... [وهذا ما] شجعني على أن أطور نفسي، حتى بأفضل مما توقعت"".  دانيال البالغ من العمر 19 عاماً من الفلبين يت…",Not,0,33,ابو شكيب,bdg8EURphGkBL46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
913,"RT @UNICEFinArabic: اكتسبت الثقة ... [وهذا ما] شجعني على أن أطور نفسي، حتى بأفضل مما توقعت"".  دانيال البالغ من العمر 19 عاماً من الفلبين يت…",Not,0,33,🔰 ميثم 🔰,6aVEM01J1pVSkGN,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
1493,"RT @UNICEFinArabic: اكتسبت الثقة ... [وهذا ما] شجعني على أن أطور نفسي، حتى بأفضل مما توقعت"".  دانيال البالغ من العمر 19 عاماً من الفلبين يت…",Not,0,33,باحث عن عمل٢٠١٧المعولي,Omani7M,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
1764,"RT @UNICEFinArabic: اكتسبت الثقة ... [وهذا ما] شجعني على أن أطور نفسي، حتى بأفضل مما توقعت"".  دانيال البالغ من العمر 19 عاماً من الفلبين يت…",Not,0,33,بويل,Y1Tac10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
31,د. عبدالله السند:  🔹بدأ التسجيل لتلقي التطعيمات ضد أمراض الشتاء لمن هم فوق 50 سنة.  🔹تقديم تطعيم كوفيد-19 في مركز… https://t.co/uutKeOihax,FALSE,0,2,عبدالكريم العبدالله,karim_a84,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
32,"شراكة جديدة للانتر ""ستكون المجموعة الرائدة في الطب المخبري في إيطاليا الشريك الرسمي لمختبر النيرازوري لموسم 2021-22… https://t.co/MK6u4bBcaC",Not,0,0,Mido 9,Alkttaf91,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
33,"RT @SUNA_AGENCY: تقدم وزارة الصحة الإتحادية تنويرا إعلاميا في الساعة الواحدة بعد ظهر اليوم بوكالة السودان للآنباء، ويتناول التنوير الذي يقد…",TRUE,0,2,Ayman Alkhawad,aymankhawad,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
156,"RT @SUNA_AGENCY: تقدم وزارة الصحة الإتحادية تنويرا إعلاميا في الساعة الواحدة بعد ظهر اليوم بوكالة السودان للآنباء، ويتناول التنوير الذي يقد…",TRUE,0,2,moha.07ma ابو عبودي,Moha07ma,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
34,@Hassan78978080 لا يجماعههه هو كوفيد😊,Not,1,0,لميس,lamisemadd,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hassan78978080
37,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,رشدية إستانبولي,7usZFDrCzBIEQ16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
185,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Abdul-Warith Essa,EssaWarith,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
227,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,بهاء الراجحي,LpqWkB33VLhEBxR,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
300,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,هيام الخلايلة,OfqiNJuV8LSsR8N,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
336,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Nahas_Rashad,RashadNahas,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
443,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,الشمراني رفيدة,Yr6KqcUHN0XABlS,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
569,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Tannous Kasib,KasibTannous,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
725,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Nasmah Mansour,MansourNasmah,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
750,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Bazzi A'mal,bazzi_mal,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
876,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Antoun_Dahab,AntounDahab,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
943,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Ganim_Rahaf,ganim_rahaf,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
981,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,عفيفة الظفيري,cwMP4UumGkfCpTP,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
1010,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,غباش الدوسري,Bk7bB0XBWpNwVxT,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
1049,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Adiba Koury,KouryAdiba,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
1235,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,Ihtisham_Hajjar,HajjarIhtisham,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
1844,"RT @QatarNewsAgency: سمو أمير البلاد المفدى يوجه بإرسال مساعدات طبية عاجلة إلى الجمهورية اللبنانية الشقيقة، وذلك دعما لجهود الأشقاء في لبنا…",TRUE,0,3396,صالح بن لحنين,pODbQlSsKJs4gq2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
39,المشاركة في تطبيق البروتوكولات الصحية للحد من انتشار فيروس كرونا كوفيد - 19 بالجامعة . https://t.co/9s3YPqeAIZ,Not,0,0,khalid.kutbi,kutbi_khalid,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
41,@Hassan78978080 كوفيد بيتكلم,Not,1,0,لميس,lamisemadd,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hassan78978080
42,RT @Q2i2__: اشكر جزيل الشكر والتقدير  الى احبتي #مملكة_الهوامير_للدعم بفضل من الله وبفضلكم من دعائكم لي ودعمكم مما زادني قوة وعزيمة وتخلب ع…,Not,0,46,💛❤️‏̨ٵ̍بﯟۥ ڝٱ̍ڶـحۡ ּا̍ڶــﯧْۧافعي ❤️5k💛 🇾🇪🇸🇦,yafa_987,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
309,RT @Q2i2__: اشكر جزيل الشكر والتقدير  الى احبتي #مملكة_الهوامير_للدعم بفضل من الله وبفضلكم من دعائكم لي ودعمكم مما زادني قوة وعزيمة وتخلب ع…,Not,0,46,خـٰٰٰ͜ـ❀ــٰٰٰ͜ـآطـف..♩,nsim34524261,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
43,روسيا تسجل أعلى حصيلة يومية للوفيات بسبب كوفيد لكنها تقاوم الإغلاق https://t.co/eHC8dUlGmU,FALSE,0,0,من المصدر | لن يفوتك شئ,mnalmsdr,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",
44,"@Y1eeo تسوق منتجات موثوق بها. مكافآت صحية. أفضل قيمة شاملة، منتجات صحية.   #الصحة #الصحة_النفسية #المكملات #فيتامين… https://t.co/U5gnNrKFSs",Not,1,0,QTimayev,QTimayev,"<a href=""https://botbird.net"" rel=""nofollow"">Botbird tweets</a>",Y1eeo
45,"RT @Baynounahtv: أعلن مسؤول كبير في البيت الأبيض أنّ #الولايات_المتحدة ستفتح اعتبارًا من ""مطلع نوفمبر"" حدودها البرية مع #المكسيك و #كندا، و…",TRUE,0,2,MAJED ALTALHI,Majed62693011,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
391,"RT @Baynounahtv: أعلن مسؤول كبير في البيت الأبيض أنّ #الولايات_المتحدة ستفتح اعتبارًا من ""مطلع نوفمبر"" حدودها البرية مع #المكسيك و #كندا، و…",TRUE,0,2,Sanaa Ahmed,SanaaAh63933788,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
46,"RT @BBCArabic: مسؤول مصري: معدل الإصابة بكورونا في البلاد يزداد ""بالعشرات وليس بالمئات"" https://t.co/ZjQDxGDd8j https://t.co/fYjpALQn4X",FALSE,0,1,طـارق,tariq_hmh,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
47,RT @novaxorg: وما الدليل؟ لاعبة الأولمبياد التي أصيبت بالكورونا رغم تلقيها جرعتي التطعيم وأدخلت المشفى لأربعة أيام تلتها ١١ يوما في الحجر -…,FALSE,0,1,تدبَّر كلام الله,TadabbarAlquran,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
48,"RT @novaxorg: النصائح ⚡️من استراليا تتوالى: (أيها المطعم، بعد تلقيك جرعتي 💉 كوفيد-١٩ لا تفزع من الإصابة بالفيروس فهذا سيعزز المناعة لديك)‼️…",Not,0,5,تدبَّر كلام الله,TadabbarAlquran,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
414,"RT @novaxorg: النصائح ⚡️من استراليا تتوالى: (أيها المطعم، بعد تلقيك جرعتي 💉 كوفيد-١٩ لا تفزع من الإصابة بالفيروس فهذا سيعزز المناعة لديك)‼️…",Not,0,5,samar zagha,samar_zagha,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
446,"RT @novaxorg: النصائح ⚡️من استراليا تتوالى: (أيها المطعم، بعد تلقيك جرعتي 💉 كوفيد-١٩ لا تفزع من الإصابة بالفيروس فهذا سيعزز المناعة لديك)‼️…",Not,0,5,♔اماراتي♔,H_H_C_prince,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
447,"RT @novaxorg: النصائح ⚡️من استراليا تتوالى: (أيها المطعم، بعد تلقيك جرعتي 💉 كوفيد-١٩ لا تفزع من الإصابة بالفيروس فهذا سيعزز المناعة لديك)‼️…",Not,0,5,mewmew,mewmew26281816,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
49,"مسؤول مصري: معدل الإصابة بكورونا في البلاد يزداد ""بالعشرات وليس بالمئات"" https://t.co/ZjQDxGDd8j https://t.co/fYjpALQn4X",FALSE,0,1,BBC News عربي,BBCArabic,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",
50,"RT @JHAHNews: تماشيًا مع توجيهات وزارة الصحة،  يسرنا تقديم جرعة فايزر المنشطة من لقاح كوفيد-19 لموظفي أرامكو السعودية وأفراد أسرهم ممن تبلغ…",Not,0,4,iMohammed Bunayan,mohaziz44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
51,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,منصف,Faris53422122,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
73,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,حلا_الغامدي,kx9C2EBC4rQAHal,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
438,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,الدخيل_نادية,NqqOS1lGKOj6oBG,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
448,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,Hamad,Hamad71qtr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
461,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,Shukriyah Haddad,HaddadShukriyah,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
517,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,Qatar.librarian 📚,QuLibrarian,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
583,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,nadya alshammari,AlshammariNadya,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
598,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,فراس السويداني,FirasSwedani,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
612,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,⚖️kay alenzi,kay_alenzi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
669,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,redouane,AbdlhakM7,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
810,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,💜,__Rayamee,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
892,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,Ali Al-Nasser,AliKAl_Nasser,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
897,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,الغريب,fld2013_20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
904,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,DuhailQatar,DuhailQ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
926,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,hamadibnmohamed,hamadibnmohame2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
971,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,FatmaALI#قبيلتي قطر,Fatma_ALI83,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
1001,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,عيسى الخزاعي,essaalkhuzaei,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
1040,"RT @TamimBinHamad: أبارك لخريجي الدفعة ٤٤ من #جامعة_قطر، وخاصة الدفعة الأولى من خريجي كلية الطب، والذين يشكلّون إضافة مهمة لقطاعنا الصحي ال…",Not,0,1203,خَالد,QtrKld,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",
